Molecule Name,Smiles,Euclidean Distance,Permeability Value,Diameter
"TG(14:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,76.96856,8.405709267,17.03
TG(12:0/16:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,77.01027,7.431530952,21.27
"TG(14:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,77.086296,7.440286875,14.22
"TG(13:0/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,77.24166,8.405709267,16.28
TG(14:0/15:0/15:0),CCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,77.35289,7.431530952,20.03
TG(12:0/14:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,77.40076,8.854842186,17.36
"TG(12:0/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,77.40703,8.405709267,16.46
"TG(14:0/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,77.41605,8.434397727,17.0
"TG(14:1(9Z)/18:0/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCC)OC(=O)CCCCCCCCCCCCCCCCC,77.43589,7.440286875,17.74
TG(12:0/12:0/14:0),CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,77.443474,8.854842186,17.12
"TG(15:0/18:3(6Z,9Z,12Z)/24:1(15Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@@H](COC(=O)CCCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,77.443565,8.660506457,18.34
TG(14:0/14:0/16:0),CCCCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,77.478836,7.431530952,14.96
TG(12:0/14:0/14:0),CCCCCCCCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC,77.48799,8.854842186,16.41
"TG(14:1(9Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,78.25271,8.405709267,16.02
"TG(15:0/24:1(15Z)/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,78.548485,8.660506457,18.07
"TG(14:0/16:1(9Z)/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,78.55274,7.440286875,16.99
"TG(16:0/14:1(9Z)/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,78.58986,7.440286875,18.29
"TG(14:0/14:1(9Z)/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCC,78.68747,7.440286875,18.7
"TG(15:0/24:1(15Z)/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC,78.95213,8.660506457,17.72
"TG(14:0/16:1(9Z)/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,78.963585,7.440286875,16.4
"TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,78.98657,8.980572969,17.89
"TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,79.25666,8.980572969,18.33
"TG(16:1(9Z)/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,79.48427,9.425200522,18.26
"TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\CC=CCCCCC,79.58029,9.425200522,19.0
"TG(17:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CCC=CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,79.853966,8.980572969,18.97
"TG(15:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",CCC=CC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,79.87919,8.405709267,14.47
"TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,80.1423,9.425200522,18.59
"TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,80.16436,8.980572969,18.13
"TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,80.19734,9.425200522,16.71
"TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,80.2491,8.980572969,20.45
"TG(17:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]",CC/C=C\CC=CCC=CC/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,80.313736,8.405709267,19.93
"TG(16:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3]",CC/C=C\C/C=C\CC=CC/C=C\CC=CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,80.38422,8.980572969,18.12
"TG(16:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]",CC/C=C\CC=CCC=CC/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,80.46451,8.405709267,23.69
"TG(15:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]",CC/C=C\CC=CCC=CC/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,80.52363,7.440286875,18.48
"1,2-Dipalmitoylglycerol",CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCCCCCCCCC,80.65165,7.029240578,26.18
"TG(14:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6]",CC/C=C\CC=CCC=CC/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,80.70995,7.440286875,17.07
"TG(15:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,80.73164,8.405709267,16.28
"TG(13:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,80.82383,7.440286875,21.41
"TG(14:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,80.96177,8.405709267,17.22
"TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6]",CCC=CC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCCCC/C=C\CCCCCCCC,81.30738,9.425200522,18.69
"TG(18:2(9Z,12Z)/18:0/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,81.33607,8.980572969,16.98
"TG(15:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,81.43098,8.405709267,16.5
"TG(15:0/15:0/22:4(7Z,10Z,13Z,16Z))[iso3]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCC,81.46644,8.405709267,27.25
"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,81.469284,9.425200522,21.25
"TG(16:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso3]",CCCCC/C=C\CC=CC/C=C\CC=CCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,81.52487,8.434397727,17.93
"TG(14:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,81.52831,7.440286875,16.7
TG(16:0/16:0/4:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCCCC,81.55178,8.854842186,32.87
"TG(13:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,81.65909,7.440286875,18.69
"TG(15:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,81.68766,7.440286875,18.72
"TG(12:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,81.69621,7.440286875,17.51
"TG(17:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,81.70182,8.405709267,15.15
"TG(16:0/17:0/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\CC=CC/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,81.72081,6.64127022,23.92
"TG(14:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,81.72834,8.405709267,21.46
"TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,81.763565,8.405709267,17.39
"TG(15:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCC,81.7745,8.405709267,18.1
TG(4:0/15:0/16:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCCC,81.779724,8.854842186,25.15
"TG(16:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCCCC,81.797966,8.980572969,19.5
"TG(16:0/16:0/18:3(6Z,9Z,12Z))[iso3]",CCCCC/C=C\CC=CC/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,81.79807,6.64127022,16.66
TG(18:0/16:0/4:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCCCC,81.81289,8.854842186,23.71
"TG(13:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z)) [iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCC,81.83204,7.440286875,19.14
"TG(14:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,81.843575,8.405709267,18.46
"TG(15:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,81.858215,8.434397727,18.31
"TG(12:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCCC,81.90456,7.440286875,18.5
TG(4:0/15:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCCC,81.90749,8.854842186,31.16
"TG(14:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COC(=O)CCCCCCCCCCCCC,81.90917,8.405709267,17.15
"TG(15:0/17:0/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\CC=CC/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,81.92547,6.64127022,15.74
TG(4:0/18:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCCCCCCCC,81.94478,8.854842186,41.35
TG(16:0/16:0/16:0)[iso],CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,81.95917,7.431530952,19.62
"TG(13:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,81.96327,8.405709267,16.92
"TG(18:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,81.97771,8.980572969,19.33
"TG(18:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,81.99364,8.434397727,20.61
"TG(14:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,81.99762,8.405709267,23.04
"TG(16:1(9Z)/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,82.10887,8.405709267,19.19
"TG(17:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCCC=CC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CC/C=C\CCCCC,82.13195,8.980572969,15.96
"TG(15:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCCC=CC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CC/C=C\CCCCC,82.14749,8.405709267,17.05
"TG(13:0/17:0/18:3(6Z,9Z,12Z))[iso6]",CCCCC/C=C\CC=CC/C=C\CCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,82.19661,6.64127022,19.18
"TG(13:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z)) [iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,82.199295,7.440286875,18.8
"TG(12:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\C/C=C\CC=CC/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,82.21983,7.440286875,17.48
TG(16:0/16:0/6:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCC)OC(=O)CCCCCCCCCCCCCCC,82.230576,8.854842186,16.36
"TG(16:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCC,82.2454,8.980572969,18.75
"TG(15:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\CCCCCCCC,82.26415,8.405709267,17.25
"TG(18:3(9Z,12Z,15Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCC/C=C\CCCCCCCC,82.26663,8.980572969,18.63
"TG(18:3(9Z,12Z,15Z)/18:0/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCCCCCCCC,82.27308,8.980572969,17.09
"TG(18:3(9Z,12Z,15Z)/16:0/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCCCCCCCC,82.30131,8.405709267,17.25
"TG(18:3(9Z,12Z,15Z)/18:1(11Z)/18:3(9Z,12Z,15Z))[iso3]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)OC(=O)CCCCCCCCC/C=C\CCCCCC,82.3349,8.980572969,22.21
"TG(12:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6]",CCCCC/C=C\CC=CC/C=C\C/C=C\CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCC,82.36769,7.440286875,19.6
"TG(16:1(9Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,82.40049,8.980572969,19.49
"TG(14:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,82.401375,8.405709267,24.15
"TG(16:1(9Z)/17:0/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCC,82.41018,7.440286875,18.43
"TG(15:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,82.43317,8.405709267,17.21
"TG(16:1(9Z)/18:0/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,82.4706,8.405709267,20.38
"TG(18:0/18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))[iso3]",CCCCC/C=C\C/C=C\CC=CCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,82.47185,8.980572969,19.07
TG(18:0/18:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,82.526344,8.424472064,16.92
"TG(16:1(9Z)/16:0/18:3(9Z,12Z,15Z))[iso6]",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCC)OC(=O)CCCCCCCCCCCCCCC,82.53698,7.440286875,16.82
"TG(16:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,82.54183,8.434397727,20.37
"TG(12:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,82.57591,7.440286875,19.32
TG(16:0/10:0/4:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCC,82.59715,6.393980235,22.05
TG(16:0/12:0/4:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCCCCCC,82.60242,8.630773425,23.85
TG(18:0/16:0/18:0),CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCC,82.61001,8.395817876,20.8
TG(4:0/8:0/16:0),CCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCC)OC(=O)CCCCCCC,82.61869,5.478649959,23.06
"TG(13:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCCCCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,82.70719,7.440286875,20.32
"TG(18:2(9Z,12Z)/18:2(9Z,12Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC(COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,82.738235,8.980572969,15.73
"TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6]",CCCCCC=CC/C=C\CCCCCCCCCC(=O)OC[C@@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC,82.786736,9.425200522,21.21
